fixture_id,fixture_display,kickoff_local,app,market_original,market_id,selection_original,selection_id,line,odds,promo,source_image,capture_time,notes
2026-06-27-pan-eng,Panama vs England,2026-06-27T16:00:00-05:00,Betsson,Match Result,match_result,Panama,home,,22.0,False,IMG_7775.jpg,2026-06-27 10:10 -05:00,main market
2026-06-27-pan-eng,Panama vs England,2026-06-27T16:00:00-05:00,Betsson,Match Result,match_result,Draw,draw,,7.5,False,IMG_7775.jpg,2026-06-27 10:10 -05:00,main market
2026-06-27-pan-eng,Panama vs England,2026-06-27T16:00:00-05:00,Betsson,Match Result,match_result,England,away,,1.16,False,IMG_7775.jpg,2026-06-27 10:10 -05:00,main market
2026-06-27-pan-eng,Panama vs England,2026-06-27T16:00:00-05:00,Betsson,Total Goals,total_goals,Over,over,2.5,1.42,False,IMG_7776.jpg,2026-06-27 10:10 -05:00,main market
2026-06-27-pan-eng,Panama vs England,2026-06-27T16:00:00-05:00,Betsson,Total Goals,total_goals,Under,under,2.5,2.92,False,IMG_7776.jpg,2026-06-27 10:10 -05:00,main market
2026-06-27-pan-eng,Panama vs England,2026-06-27T16:00:00-05:00,Betsson,Both Teams To Score,both_teams_to_score,Yes,yes,,2.18,False,IMG_7777.jpg,2026-06-27 10:10 -05:00,main market
2026-06-27-pan-eng,Panama vs England,2026-06-27T16:00:00-05:00,Betsson,Both Teams To Score,both_teams_to_score,No,no,,1.65,False,IMG_7777.jpg,2026-06-27 10:10 -05:00,main market
2026-06-27-pan-eng,Panama vs England,2026-06-27T16:00:00-05:00,Betsson,Double Chance,double_chance,Panama or Draw,home_or_draw,,5.3,False,IMG_7777.jpg,2026-06-27 10:10 -05:00,main market
2026-06-27-pan-eng,Panama vs England,2026-06-27T16:00:00-05:00,Betsson,Double Chance,double_chance,Panama or England,home_or_away,,1.08,False,IMG_7777.jpg,2026-06-27 10:10 -05:00,main market
2026-06-27-pan-eng,Panama vs England,2026-06-27T16:00:00-05:00,Betsson,Asian Handicap,asian_handicap,Panama,home,1.75,2.43,False,IMG_7778.jpg,2026-06-27 10:10 -05:00,main market
2026-06-27-pan-eng,Panama vs England,2026-06-27T16:00:00-05:00,Betsson,Asian Handicap,asian_handicap,England,away,-1.75,1.56,False,IMG_7778.jpg,2026-06-27 10:10 -05:00,main market
2026-06-27-pan-eng,Panama vs England,2026-06-27T16:00:00-05:00,Betsson,Asian Handicap,asian_handicap,Panama,home,2.0,2.13,False,IMG_7778.jpg,2026-06-27 10:10 -05:00,main market
2026-06-27-pan-eng,Panama vs England,2026-06-27T16:00:00-05:00,Betsson,Asian Handicap,asian_handicap,England,away,-2.0,1.71,False,IMG_7778.jpg,2026-06-27 10:10 -05:00,main market
2026-06-27-pan-eng,Panama vs England,2026-06-27T16:00:00-05:00,Betsson,Asian Handicap,asian_handicap,Panama,home,2.25,1.86,False,IMG_7778.jpg,2026-06-27 10:10 -05:00,main market
2026-06-27-pan-eng,Panama vs England,2026-06-27T16:00:00-05:00,Betsson,Asian Handicap,asian_handicap,England,away,-2.25,1.95,False,IMG_7778.jpg,2026-06-27 10:10 -05:00,main market
2026-06-27-pan-eng,Panama vs England,2026-06-27T16:00:00-05:00,Betsson,Asian Handicap,asian_handicap,Panama,home,2.5,1.68,False,IMG_7778.jpg,2026-06-27 10:10 -05:00,main market
2026-06-27-pan-eng,Panama vs England,2026-06-27T16:00:00-05:00,Betsson,Asian Handicap,asian_handicap,England,away,-2.5,2.18,False,IMG_7778.jpg,2026-06-27 10:10 -05:00,main market
2026-06-27-pan-eng,Panama vs England,2026-06-27T16:00:00-05:00,Betsson,Asian Handicap,asian_handicap,Panama,home,2.75,1.52,False,IMG_7778.jpg,2026-06-27 10:10 -05:00,main market
2026-06-27-pan-eng,Panama vs England,2026-06-27T16:00:00-05:00,Betsson,Asian Handicap,asian_handicap,England,away,-2.75,2.52,False,IMG_7778.jpg,2026-06-27 10:10 -05:00,main market
2026-06-27-pan-eng,Panama vs England,2026-06-27T16:00:00-05:00,Betsson,Double Chance,double_chance,Panama or Draw,home_or_draw,,5.65,True,IMG_7775.jpg,2026-06-27 10:10 -05:00,SUPER BOOST - promo
2026-06-27-col-por,Colombia vs Portugal,2026-06-27T18:30:00-05:00,Betsson,Match Result,match_result,Colombia,home,,3.65,False,IMG_7770.jpg,2026-06-27 10:10 -05:00,main market
2026-06-27-col-por,Colombia vs Portugal,2026-06-27T18:30:00-05:00,Betsson,Match Result,match_result,Draw,draw,,3.85,False,IMG_7770.jpg,2026-06-27 10:10 -05:00,main market
2026-06-27-col-por,Colombia vs Portugal,2026-06-27T18:30:00-05:00,Betsson,Match Result,match_result,Portugal,away,,1.98,False,IMG_7770.jpg,2026-06-27 10:10 -05:00,main market
2026-06-27-col-por,Colombia vs Portugal,2026-06-27T18:30:00-05:00,Betsson,Total Goals,total_goals,Over,over,2.5,1.78,False,IMG_7770.jpg,2026-06-27 10:10 -05:00,main market
2026-06-27-col-por,Colombia vs Portugal,2026-06-27T18:30:00-05:00,Betsson,Total Goals,total_goals,Under,under,2.5,2.05,False,IMG_7770.jpg,2026-06-27 10:10 -05:00,main market
