datapoint_id,batch_id,fixture_id,output_artifact,json_pointer,dom_selector,language,canonical_value,value_sha256,data_type,derivation_type,source_artifact,source_row_or_locator,source_url,source_accessed_at,source_sha256,upstream_datapoint_ids,pipeline_sha256,model_version,git_commit,freshness_cutoff,conditional_status,mission_version,mission_sha256,owner_subagent_id,owner_result,owner_evidence,replication_1_subagent_id,replication_1_status,replication_1_evidence,replication_2_subagent_id,replication_2_status,replication_2_evidence,editor_subagent_id,editor_status,editor_evidence,final_status
c31e7ca8c529c9e6652c,2026-06-22_2026-06-27,GLOBAL,wc_june22_27_predictions.json,/batch/end,"[data-json-pointer=""/batch/end""]",neutral,"""2026-06-27""",e91a41dfec148e5d9659e92938943fda8f32c2868f54584c298084c07b6a1a07,str,derived,wc_june22_27_pipeline.py,/batch/end,,2026-06-21T23:59:00-05:00,71b5e149b0884d081fdb12b87e513a971ce44532bbc2971a7b3ac68bc69eef3e,/model/pipeline_sha256,71b5e149b0884d081fdb12b87e513a971ce44532bbc2971a7b3ac68bc69eef3e,june22_27_integrity_v1,PENDING_CORRECTED_RELEASE,2026-06-21T23:59:00-05:00,global,v1,348ee792159487dd60bec43a05dc7df6cc72356e646458e819107590821bac89,019eefef-6d6d-7550-98c9-f22314357e29,PASS,"Independent model/backtest audit: holdout metrics, policy, hashes, no 1.10 near-certain bet.",019ef029-089c-7e72-9a44-4d21cb9e2af7,PASS,"Isolated rebuild and 1,565-leaf manifest coverage passed; hashes, distinct roles, fail-closed behavior, 32 fixtures, policy and freshness reproduced.",019ef029-1b89-7eb1-9112-678204b56464,PASS,"Byte-identical nine-artifact rebuild, chronology/holdout, calibration, hashes, 32 fixtures and deterministic 1,565-leaf all-PASS manifest simulation verified.",019ef029-2ef9-71a3-b8bc-3b5d90a32306,PASS,Final element-by-element corrected-report audit passed with no remaining editor/UIUX blocker.,PASS
f8b520dd15b5615c8343,2026-06-22_2026-06-27,GLOBAL,wc_june22_27_predictions.json,/batch/fixture_count,"[data-json-pointer=""/batch/fixture_count""]",neutral,32,e29c9c180c6279b0b02abd6a1801c7c04082cf486ec027aa13515e4f3884bb6b,int,derived,wc_2026_matches_june_22-27.csv,GLOBAL,,2026-06-21T23:59:00-05:00,5c8f68a44f90ce000568d0618046d45cedd07557d1ee175162f3a86459af0a2d,,71b5e149b0884d081fdb12b87e513a971ce44532bbc2971a7b3ac68bc69eef3e,june22_27_integrity_v1,PENDING_CORRECTED_RELEASE,2026-06-21T23:59:00-05:00,global,v1,348ee792159487dd60bec43a05dc7df6cc72356e646458e819107590821bac89,019eefef-6d6d-7550-98c9-f22314357e29,PASS,"Independent model/backtest audit: holdout metrics, policy, hashes, no 1.10 near-certain bet.",019ef029-089c-7e72-9a44-4d21cb9e2af7,PASS,"Isolated rebuild and 1,565-leaf manifest coverage passed; hashes, distinct roles, fail-closed behavior, 32 fixtures, policy and freshness reproduced.",019ef029-1b89-7eb1-9112-678204b56464,PASS,"Byte-identical nine-artifact rebuild, chronology/holdout, calibration, hashes, 32 fixtures and deterministic 1,565-leaf all-PASS manifest simulation verified.",019ef029-2ef9-71a3-b8bc-3b5d90a32306,PASS,Final element-by-element corrected-report audit passed with no remaining editor/UIUX blocker.,PASS
ff8b79aba1cb0ac385e5,2026-06-22_2026-06-27,GLOBAL,wc_june22_27_predictions.json,/batch/start,"[data-json-pointer=""/batch/start""]",neutral,"""2026-06-22""",c2ffb377061d5db3d89907a12f90ce37ad71039016c64e6d541198a78baefcd2,str,derived,wc_june22_27_pipeline.py,/batch/start,,2026-06-21T23:59:00-05:00,71b5e149b0884d081fdb12b87e513a971ce44532bbc2971a7b3ac68bc69eef3e,/model/pipeline_sha256,71b5e149b0884d081fdb12b87e513a971ce44532bbc2971a7b3ac68bc69eef3e,june22_27_integrity_v1,PENDING_CORRECTED_RELEASE,2026-06-21T23:59:00-05:00,global,v1,348ee792159487dd60bec43a05dc7df6cc72356e646458e819107590821bac89,019eefef-6d6d-7550-98c9-f22314357e29,PASS,"Independent model/backtest audit: holdout metrics, policy, hashes, no 1.10 near-certain bet.",019ef029-089c-7e72-9a44-4d21cb9e2af7,PASS,"Isolated rebuild and 1,565-leaf manifest coverage passed; hashes, distinct roles, fail-closed behavior, 32 fixtures, policy and freshness reproduced.",019ef029-1b89-7eb1-9112-678204b56464,PASS,"Byte-identical nine-artifact rebuild, chronology/holdout, calibration, hashes, 32 fixtures and deterministic 1,565-leaf all-PASS manifest simulation verified.",019ef029-2ef9-71a3-b8bc-3b5d90a32306,PASS,Final element-by-element corrected-report audit passed with no remaining editor/UIUX blocker.,PASS
276577a8e8cfc17e24b4,2026-06-22_2026-06-27,GLOBAL,wc_june22_27_predictions.json,/generated_at,"[data-json-pointer=""/generated_at""]",neutral,"""2026-06-21T23:59:00-05:00""",ed648a7bbf60a1e0d6c5c4ab82317e3335fc2b78ab5fd61965e70b94557bc0d8,str,derived,wc_june22_27_pipeline.py,/generated_at,,2026-06-21T23:59:00-05:00,71b5e149b0884d081fdb12b87e513a971ce44532bbc2971a7b3ac68bc69eef3e,/model/pipeline_sha256,71b5e149b0884d081fdb12b87e513a971ce44532bbc2971a7b3ac68bc69eef3e,june22_27_integrity_v1,PENDING_CORRECTED_RELEASE,2026-06-21T23:59:00-05:00,global,v1,348ee792159487dd60bec43a05dc7df6cc72356e646458e819107590821bac89,019eefef-6d6d-7550-98c9-f22314357e29,PASS,"Independent model/backtest audit: holdout metrics, policy, hashes, no 1.10 near-certain bet.",019ef029-089c-7e72-9a44-4d21cb9e2af7,PASS,"Isolated rebuild and 1,565-leaf manifest coverage passed; hashes, distinct roles, fail-closed behavior, 32 fixtures, policy and freshness reproduced.",019ef029-1b89-7eb1-9112-678204b56464,PASS,"Byte-identical nine-artifact rebuild, chronology/holdout, calibration, hashes, 32 fixtures and deterministic 1,565-leaf all-PASS manifest simulation verified.",019ef029-2ef9-71a3-b8bc-3b5d90a32306,PASS,Final element-by-element corrected-report audit passed with no remaining editor/UIUX blocker.,PASS
36afd659745a3e9acd28,2026-06-22_2026-06-27,GLOBAL,wc_june22_27_predictions.json,/glossary/ev/en,"[data-json-pointer=""/glossary/ev/en""]",en,"""Expected value estimates average long-run return, not the outcome of one match.""",782bbb68e18f28dbfb6c4939c90e48220c4aa55a9458e0891a29bca9b3a66714,str,derived,wc_june22_27_pipeline.py,/glossary/ev/en,,2026-06-21T23:59:00-05:00,71b5e149b0884d081fdb12b87e513a971ce44532bbc2971a7b3ac68bc69eef3e,/model/pipeline_sha256,71b5e149b0884d081fdb12b87e513a971ce44532bbc2971a7b3ac68bc69eef3e,june22_27_integrity_v1,PENDING_CORRECTED_RELEASE,2026-06-21T23:59:00-05:00,global,v1,348ee792159487dd60bec43a05dc7df6cc72356e646458e819107590821bac89,019eefef-6d6d-7550-98c9-f22314357e29,PASS,"Independent model/backtest audit: holdout metrics, policy, hashes, no 1.10 near-certain bet.",019ef029-089c-7e72-9a44-4d21cb9e2af7,PASS,"Isolated rebuild and 1,565-leaf manifest coverage passed; hashes, distinct roles, fail-closed behavior, 32 fixtures, policy and freshness reproduced.",019ef029-1b89-7eb1-9112-678204b56464,PASS,"Byte-identical nine-artifact rebuild, chronology/holdout, calibration, hashes, 32 fixtures and deterministic 1,565-leaf all-PASS manifest simulation verified.",019ef029-2ef9-71a3-b8bc-3b5d90a32306,PASS,Final element-by-element corrected-report audit passed with no remaining editor/UIUX blocker.,PASS
f6e7d81be0e739dba3b8,2026-06-22_2026-06-27,GLOBAL,wc_june22_27_predictions.json,/glossary/ev/es,"[data-json-pointer=""/glossary/ev/es""]",es,"""El valor esperado estima el retorno promedio a largo plazo, no el resultado de un solo partido.""",b6d901e20679731a6f74e4b28a9bd60ed9f607b039fbe4bf81117ba87ac901fc,str,derived,wc_june22_27_pipeline.py,/glossary/ev/es,,2026-06-21T23:59:00-05:00,71b5e149b0884d081fdb12b87e513a971ce44532bbc2971a7b3ac68bc69eef3e,/model/pipeline_sha256,71b5e149b0884d081fdb12b87e513a971ce44532bbc2971a7b3ac68bc69eef3e,june22_27_integrity_v1,PENDING_CORRECTED_RELEASE,2026-06-21T23:59:00-05:00,global,v1,348ee792159487dd60bec43a05dc7df6cc72356e646458e819107590821bac89,019eefef-6d6d-7550-98c9-f22314357e29,PASS,"Independent model/backtest audit: holdout metrics, policy, hashes, no 1.10 near-certain bet.",019ef029-089c-7e72-9a44-4d21cb9e2af7,PASS,"Isolated rebuild and 1,565-leaf manifest coverage passed; hashes, distinct roles, fail-closed behavior, 32 fixtures, policy and freshness reproduced.",019ef029-1b89-7eb1-9112-678204b56464,PASS,"Byte-identical nine-artifact rebuild, chronology/holdout, calibration, hashes, 32 fixtures and deterministic 1,565-leaf all-PASS manifest simulation verified.",019ef029-2ef9-71a3-b8bc-3b5d90a32306,PASS,Final element-by-element corrected-report audit passed with no remaining editor/UIUX blocker.,PASS
bf0af1f98b8552710fa4,2026-06-22_2026-06-27,GLOBAL,wc_june22_27_predictions.json,/glossary/strength/en,"[data-json-pointer=""/glossary/strength/en""]",en,"""PASS means no actionable recommendation. HALT means the apparent edge requires investigation and must not be treated as a bet.""",2ee50850f4dc2ac661c05e52d6b2f13874f65a3f07465a9ff1a3f72cc7f67b94,str,derived,wc_june22_27_pipeline.py,/glossary/strength/en,,2026-06-21T23:59:00-05:00,71b5e149b0884d081fdb12b87e513a971ce44532bbc2971a7b3ac68bc69eef3e,/model/pipeline_sha256,71b5e149b0884d081fdb12b87e513a971ce44532bbc2971a7b3ac68bc69eef3e,june22_27_integrity_v1,PENDING_CORRECTED_RELEASE,2026-06-21T23:59:00-05:00,global,v1,348ee792159487dd60bec43a05dc7df6cc72356e646458e819107590821bac89,019eefef-6d6d-7550-98c9-f22314357e29,PASS,"Independent model/backtest audit: holdout metrics, policy, hashes, no 1.10 near-certain bet.",019ef029-089c-7e72-9a44-4d21cb9e2af7,PASS,"Isolated rebuild and 1,565-leaf manifest coverage passed; hashes, distinct roles, fail-closed behavior, 32 fixtures, policy and freshness reproduced.",019ef029-1b89-7eb1-9112-678204b56464,PASS,"Byte-identical nine-artifact rebuild, chronology/holdout, calibration, hashes, 32 fixtures and deterministic 1,565-leaf all-PASS manifest simulation verified.",019ef029-2ef9-71a3-b8bc-3b5d90a32306,PASS,Final element-by-element corrected-report audit passed with no remaining editor/UIUX blocker.,PASS
9fc8c6431c4363476bc5,2026-06-22_2026-06-27,GLOBAL,wc_june22_27_predictions.json,/glossary/strength/es,"[data-json-pointer=""/glossary/strength/es""]",es,"""PASS significa que no hay recomendación accionable. HALT significa que la ventaja aparente requiere investigación y no debe tratarse como apuesta.""",b05e88592c3f380e4b473bd420219db1db6a66d855100bdce77e1c880b10d7c8,str,derived,wc_june22_27_pipeline.py,/glossary/strength/es,,2026-06-21T23:59:00-05:00,71b5e149b0884d081fdb12b87e513a971ce44532bbc2971a7b3ac68bc69eef3e,/model/pipeline_sha256,71b5e149b0884d081fdb12b87e513a971ce44532bbc2971a7b3ac68bc69eef3e,june22_27_integrity_v1,PENDING_CORRECTED_RELEASE,2026-06-21T23:59:00-05:00,global,v1,348ee792159487dd60bec43a05dc7df6cc72356e646458e819107590821bac89,019eefef-6d6d-7550-98c9-f22314357e29,PASS,"Independent model/backtest audit: holdout metrics, policy, hashes, no 1.10 near-certain bet.",019ef029-089c-7e72-9a44-4d21cb9e2af7,PASS,"Isolated rebuild and 1,565-leaf manifest coverage passed; hashes, distinct roles, fail-closed behavior, 32 fixtures, policy and freshness reproduced.",019ef029-1b89-7eb1-9112-678204b56464,PASS,"Byte-identical nine-artifact rebuild, chronology/holdout, calibration, hashes, 32 fixtures and deterministic 1,565-leaf all-PASS manifest simulation verified.",019ef029-2ef9-71a3-b8bc-3b5d90a32306,PASS,Final element-by-element corrected-report audit passed with no remaining editor/UIUX blocker.,PASS
6ee15ef7586ffe291562,2026-06-22_2026-06-27,GLOBAL,wc_june22_27_predictions.json,/model/calibration/divisor,"[data-json-pointer=""/model/calibration/divisor""]",neutral,450.0,9584da902f55eb2684ea4fc5ba05602b464d95f992342a439c6f96be82f964ff,float,derived,wc_june22_27_pipeline.py,/model/calibration/divisor,,2026-06-21T23:59:00-05:00,71b5e149b0884d081fdb12b87e513a971ce44532bbc2971a7b3ac68bc69eef3e,/model/pipeline_sha256,71b5e149b0884d081fdb12b87e513a971ce44532bbc2971a7b3ac68bc69eef3e,june22_27_integrity_v1,PENDING_CORRECTED_RELEASE,2026-06-21T23:59:00-05:00,global,v1,348ee792159487dd60bec43a05dc7df6cc72356e646458e819107590821bac89,019eefef-6d6d-7550-98c9-f22314357e29,PASS,"Independent model/backtest audit: holdout metrics, policy, hashes, no 1.10 near-certain bet.",019ef029-089c-7e72-9a44-4d21cb9e2af7,PASS,"Isolated rebuild and 1,565-leaf manifest coverage passed; hashes, distinct roles, fail-closed behavior, 32 fixtures, policy and freshness reproduced.",019ef029-1b89-7eb1-9112-678204b56464,PASS,"Byte-identical nine-artifact rebuild, chronology/holdout, calibration, hashes, 32 fixtures and deterministic 1,565-leaf all-PASS manifest simulation verified.",019ef029-2ef9-71a3-b8bc-3b5d90a32306,PASS,Final element-by-element corrected-report audit passed with no remaining editor/UIUX blocker.,PASS
a1fd41c0f400442f470f,2026-06-22_2026-06-27,GLOBAL,wc_june22_27_predictions.json,/model/calibration/draw_base,"[data-json-pointer=""/model/calibration/draw_base""]",neutral,0.22,dc08a4e8bbdd4019572c30507de074a79e24846715cd9028fb82bda6f3f8f9d7,float,derived,wc_june22_27_pipeline.py,/model/calibration/draw_base,,2026-06-21T23:59:00-05:00,71b5e149b0884d081fdb12b87e513a971ce44532bbc2971a7b3ac68bc69eef3e,/model/pipeline_sha256,71b5e149b0884d081fdb12b87e513a971ce44532bbc2971a7b3ac68bc69eef3e,june22_27_integrity_v1,PENDING_CORRECTED_RELEASE,2026-06-21T23:59:00-05:00,global,v1,348ee792159487dd60bec43a05dc7df6cc72356e646458e819107590821bac89,019eefef-6d6d-7550-98c9-f22314357e29,PASS,"Independent model/backtest audit: holdout metrics, policy, hashes, no 1.10 near-certain bet.",019ef029-089c-7e72-9a44-4d21cb9e2af7,PASS,"Isolated rebuild and 1,565-leaf manifest coverage passed; hashes, distinct roles, fail-closed behavior, 32 fixtures, policy and freshness reproduced.",019ef029-1b89-7eb1-9112-678204b56464,PASS,"Byte-identical nine-artifact rebuild, chronology/holdout, calibration, hashes, 32 fixtures and deterministic 1,565-leaf all-PASS manifest simulation verified.",019ef029-2ef9-71a3-b8bc-3b5d90a32306,PASS,Final element-by-element corrected-report audit passed with no remaining editor/UIUX blocker.,PASS
