event_id,competition,season,kickoff_utc,home_team,away_team,bookmaker,market_family,market_period,line,selection,decimal_odds,snapshot_time_utc,bookmaker_update_time_utc,minutes_before_kickoff,evidence_class,is_primary_validation_eligible,result_home_goals,result_away_goals,settlement,source_provider,source_url,source_locator,retrieved_at_utc,raw_sha256,license_note
WC_2018_GROUP_000,WC_2018_GROUP,2018,2018-06-14T00:00:00+00:00,RUS,KSA,unknown_or_aggregate,1x2,full_time,,away,7.5,,,,legacy_proxy_unknown_timestamp,false,5,0,loss,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_000:o_win_b,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
WC_2018_GROUP_000,WC_2018_GROUP,2018,2018-06-14T00:00:00+00:00,RUS,KSA,unknown_or_aggregate,1x2,full_time,,draw,4.5,,,,legacy_proxy_unknown_timestamp,false,5,0,loss,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_000:o_draw,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
WC_2018_GROUP_000,WC_2018_GROUP,2018,2018-06-14T00:00:00+00:00,RUS,KSA,unknown_or_aggregate,1x2,full_time,,home,1.45,,,,legacy_proxy_unknown_timestamp,false,5,0,win,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_000:o_win_a,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
WC_2018_GROUP_001,WC_2018_GROUP,2018,2018-06-15T00:00:00+00:00,EGY,URU,unknown_or_aggregate,1x2,full_time,,away,1.85,,,,legacy_proxy_unknown_timestamp,false,0,1,win,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_001:o_win_b,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
WC_2018_GROUP_001,WC_2018_GROUP,2018,2018-06-15T00:00:00+00:00,EGY,URU,unknown_or_aggregate,1x2,full_time,,draw,3.4,,,,legacy_proxy_unknown_timestamp,false,0,1,loss,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_001:o_draw,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
WC_2018_GROUP_001,WC_2018_GROUP,2018,2018-06-15T00:00:00+00:00,EGY,URU,unknown_or_aggregate,1x2,full_time,,home,4.5,,,,legacy_proxy_unknown_timestamp,false,0,1,loss,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_001:o_win_a,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
WC_2018_GROUP_002,WC_2018_GROUP,2018,2018-06-15T00:00:00+00:00,MAR,IRN,unknown_or_aggregate,1x2,full_time,,away,6.5,,,,legacy_proxy_unknown_timestamp,false,0,1,win,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_002:o_win_b,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
WC_2018_GROUP_002,WC_2018_GROUP,2018,2018-06-15T00:00:00+00:00,MAR,IRN,unknown_or_aggregate,1x2,full_time,,draw,3.8,,,,legacy_proxy_unknown_timestamp,false,0,1,loss,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_002:o_draw,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
WC_2018_GROUP_002,WC_2018_GROUP,2018,2018-06-15T00:00:00+00:00,MAR,IRN,unknown_or_aggregate,1x2,full_time,,home,1.55,,,,legacy_proxy_unknown_timestamp,false,0,1,loss,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_002:o_win_a,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
WC_2018_GROUP_003,WC_2018_GROUP,2018,2018-06-15T00:00:00+00:00,POR,ESP,unknown_or_aggregate,1x2,full_time,,away,1.8,,,,legacy_proxy_unknown_timestamp,false,3,3,loss,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_003:o_win_b,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
WC_2018_GROUP_003,WC_2018_GROUP,2018,2018-06-15T00:00:00+00:00,POR,ESP,unknown_or_aggregate,1x2,full_time,,draw,3.6,,,,legacy_proxy_unknown_timestamp,false,3,3,win,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_003:o_draw,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
WC_2018_GROUP_003,WC_2018_GROUP,2018,2018-06-15T00:00:00+00:00,POR,ESP,unknown_or_aggregate,1x2,full_time,,home,4.5,,,,legacy_proxy_unknown_timestamp,false,3,3,loss,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_003:o_win_a,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
WC_2018_GROUP_004,WC_2018_GROUP,2018,2018-06-16T00:00:00+00:00,FRA,AUS,unknown_or_aggregate,1x2,full_time,,away,9.0,,,,legacy_proxy_unknown_timestamp,false,2,1,loss,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_004:o_win_b,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
WC_2018_GROUP_004,WC_2018_GROUP,2018,2018-06-16T00:00:00+00:00,FRA,AUS,unknown_or_aggregate,1x2,full_time,,draw,5.0,,,,legacy_proxy_unknown_timestamp,false,2,1,loss,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_004:o_draw,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
WC_2018_GROUP_004,WC_2018_GROUP,2018,2018-06-16T00:00:00+00:00,FRA,AUS,unknown_or_aggregate,1x2,full_time,,home,1.35,,,,legacy_proxy_unknown_timestamp,false,2,1,win,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_004:o_win_a,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
WC_2018_GROUP_005,WC_2018_GROUP,2018,2018-06-16T00:00:00+00:00,ARG,ISL,unknown_or_aggregate,1x2,full_time,,away,11.0,,,,legacy_proxy_unknown_timestamp,false,1,1,loss,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_005:o_win_b,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
WC_2018_GROUP_005,WC_2018_GROUP,2018,2018-06-16T00:00:00+00:00,ARG,ISL,unknown_or_aggregate,1x2,full_time,,draw,5.5,,,,legacy_proxy_unknown_timestamp,false,1,1,win,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_005:o_draw,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
WC_2018_GROUP_005,WC_2018_GROUP,2018,2018-06-16T00:00:00+00:00,ARG,ISL,unknown_or_aggregate,1x2,full_time,,home,1.3,,,,legacy_proxy_unknown_timestamp,false,1,1,loss,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_005:o_win_a,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
WC_2018_GROUP_006,WC_2018_GROUP,2018,2018-06-16T00:00:00+00:00,PER,DEN,unknown_or_aggregate,1x2,full_time,,away,1.95,,,,legacy_proxy_unknown_timestamp,false,0,1,win,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_006:o_win_b,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
WC_2018_GROUP_006,WC_2018_GROUP,2018,2018-06-16T00:00:00+00:00,PER,DEN,unknown_or_aggregate,1x2,full_time,,draw,3.3,,,,legacy_proxy_unknown_timestamp,false,0,1,loss,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_006:o_draw,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
WC_2018_GROUP_006,WC_2018_GROUP,2018,2018-06-16T00:00:00+00:00,PER,DEN,unknown_or_aggregate,1x2,full_time,,home,4.0,,,,legacy_proxy_unknown_timestamp,false,0,1,loss,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_006:o_win_a,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
WC_2018_GROUP_007,WC_2018_GROUP,2018,2018-06-16T00:00:00+00:00,CRO,NGA,unknown_or_aggregate,1x2,full_time,,away,4.5,,,,legacy_proxy_unknown_timestamp,false,2,0,loss,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_007:o_win_b,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
WC_2018_GROUP_007,WC_2018_GROUP,2018,2018-06-16T00:00:00+00:00,CRO,NGA,unknown_or_aggregate,1x2,full_time,,draw,3.4,,,,legacy_proxy_unknown_timestamp,false,2,0,loss,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_007:o_draw,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
WC_2018_GROUP_007,WC_2018_GROUP,2018,2018-06-16T00:00:00+00:00,CRO,NGA,unknown_or_aggregate,1x2,full_time,,home,1.85,,,,legacy_proxy_unknown_timestamp,false,2,0,win,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_007:o_win_a,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
WC_2018_GROUP_008,WC_2018_GROUP,2018,2018-06-17T00:00:00+00:00,CRC,SRB,unknown_or_aggregate,1x2,full_time,,away,2.4,,,,legacy_proxy_unknown_timestamp,false,0,1,win,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_008:o_win_b,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
WC_2018_GROUP_008,WC_2018_GROUP,2018,2018-06-17T00:00:00+00:00,CRC,SRB,unknown_or_aggregate,1x2,full_time,,draw,3.1,,,,legacy_proxy_unknown_timestamp,false,0,1,loss,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_008:o_draw,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
WC_2018_GROUP_008,WC_2018_GROUP,2018,2018-06-17T00:00:00+00:00,CRC,SRB,unknown_or_aggregate,1x2,full_time,,home,3.2,,,,legacy_proxy_unknown_timestamp,false,0,1,loss,WCdecider legacy loader,football-data.co.uk / Pinnacle closing proxies,wc_backtest_historical_dataset.csv:WC_2018_GROUP_008:o_win_a,2026-06-22T00:00:00+00:00,339fe8fee64eb757c333d7e7b7e450099c9fe412aa66e688aca87fc61a0e53d5,Existing project value retained for reconciliation only; bookmaker and quote timestamp are not row-verifiable.
